const_code,party_code,party_percent
S14000039,LD,0.107
S14000039,LAB,0.075
S14000039,GRN,0.031
S14000039,BRX,0.02
E14000761,CON,0.503
E14000761,LAB,0.393
E14000761,LD,0.049
E14000761,BRX,0.029
E14000761,GRN,0.026
E14000762,CON,0.562
E14000762,LAB,0.243
E14000762,GRN,0.152
E14000762,INET,0.021
E14000762,IND,0.012
E14000762,IND,0.011
E14000763,LAB,0.643
E14000763,LD,0.156
E14000763,CON,0.102
E14000763,GRN,0.08
E14000763,BRX,0.014
E14000763,MRLP,0.004
E14000764,LAB,0.563
E14000764,LD,0.2
E14000764,CON,0.168
E14000764,GRN,0.042
E14000764,BRX,0.024
E14000764,MRLP,0.004
W07000077,LAB,0.447
W07000077,CON,0.288
W07000077,BRX,0.141
W07000077,PC,0.067
W07000077,LD,0.038
W07000077,GRN,0.019
E14000765,LAB,0.451
E14000765,CON,0.276
E14000765,BRX,0.101
E14000765,IND,0.073
E14000765,LD,0.058
E14000765,GRN,0.02
E14000766,CON,0.481
E14000766,LAB,0.439
E14000766,LD,0.049
E14000766,BRX,0.016
E14000766,YRKS,0.013
E14000766,SDP,0.003
E14000767,CON,0.577
E14000767,LD,0.19
E14000767,LAB,0.179
E14000767,GRN,0.045
E14000767,MRLP,0.009
E14000768,CON,0.383
E14000768,LAB,0.38
E14000768,LD,0.213
E14000768,GRN,0.012
E14000768,BRX,0.009
E14000768,CPA,0.002
E14000769,CON,0.603
E14000769,LAB,0.264
E14000769,LD,0.068
E14000769,IND,0.033
E14000769,GRN,0.031
S14000040,SNP,0.508
S14000040,CON,0.243
S14000040,LAB,0.189
S14000040,LD,0.051
S14000040,LBT,0.009
E14000770,LD,0.511
E14000770,CON,0.339
E14000770,LAB,0.107
E14000770,GRN,0.017
E14000770,BRX,0.013
E14000770,IND,0.008
E14000774,CON,0.562
E14000774,LAB,0.334
E14000774,LD,0.069
E14000774,GRN,0.024
E14000774,ANWP,0.01
S14000041,SNP,0.352
S14000041,LAB,0.326
S14000041,CON,0.201
S14000041,LD,0.062
S14000041,GRN,0.035
S14000041,BRX,0.024
E14000775,LAB,0.808
E14000775,CON,0.081
E14000775,BRX,0.061
E14000775,GRN,0.023
E14000775,LD,0.02
E14000775,LIB,0.007
N06000009,DUP,0.431
N06000009,APNI,0.288
N06000009,UUP,0.19
N06000009,SDLP,0.039
N06000009,SF,0.024
N06000009,CON,0.021
S14000042,SNP,0.419
S14000042,CON,0.321
S14000042,LAB,0.202
S14000042,LD,0.057
E14001033,LAB,0.521
E14001033,CON,0.363
E14001033,LD,0.049
E14001033,BRX,0.043
E14001033,GRN,0.024
E14000776,LAB,0.468
E14000776,CON,0.416
E14000776,LD,0.045
E14000776,BRX,0.04
E14000776,GRN,0.031
E14000777,LAB,0.617
E14000777,CON,0.226
E14000777,BRX,0.061
E14000777,LD,0.048
E14000777,GRN,0.043
E14000777,SDP,0.006
E14000778,LAB,0.498
E14000778,CON,0.357
E14000778,BRX,0.076
E14000778,LD,0.046
E14000778,GRN,0.022
E14000779,LAB,0.575
E14000779,CON,0.236
E14000779,LD,0.112
E14000779,GRN,0.038
E14000779,BRX,0.035
E14000779,AGS,0.003
E14000780,LAB,0.486
E14000780,CON,0.268
E14000780,LD,0.191
E14000780,GRN,0.028
E14000780,BRX,0.026
E14000781,LAB,0.551
E14000781,CON,0.289
E14000781,BRX,0.067
E14000781,LD,0.044
E14000781,GRN,0.032
E14000781,YRKS,0.016
E14000782,LAB,0.508
E14000782,CON,0.386
E14000782,LD,0.057
E14000782,BRX,0.025
E14000782,GRN,0.018
E14000782,IND,0.007
E14000783,LAB,0.67
E14000783,CON,0.218
E14000783,LD,0.055
E14000783,GRN,0.033
E14000783,BRX,0.024
E14000784,LAB,0.497
E14000784,CON,0.376
E14000784,LD,0.052
E14000784,BRX,0.047
E14000784,GRN,0.028
E14000858,CON,0.628
E14000858,LAB,0.249
E14000858,LD,0.067
E14000858,GRN,0.046
E14000858,IND,0.007
E14000858,LBT,0.003
E14000940,CON,0.64
E14000940,LAB,0.223
E14000940,LD,0.095
E14000940,GRN,0.042
E14000785,CON,0.453
E14000785,LAB,0.411
E14000785,BRX,0.067
E14000785,LD,0.048
E14000785,IND,0.012
E14000785,UKIP,0.01
E14000786,CON,0.479
E14000786,LD,0.434
E14000786,LAB,0.058
E14000786,GRN,0.026
E14000786,IND,0.002
E14000789,LAB,0.708
E14000789,CON,0.114
E14000789,LD,0.104
E14000789,GRN,0.056
E14000789,BRX,0.014
E14000789,IND,0.002
E14000787,LAB,0.595
E14000787,CON,0.215
E14000787,LD,0.112
E14000787,GRN,0.038
E14000787,BRX,0.028
E14000787,CPA,0.006
E14000788,LAB,0.612
E14000788,CON,0.198
E14000788,LD,0.12
E14000788,GRN,0.046
E14000788,BRX,0.02
E14000788,CPA,0.004
E14000790,LAB,0.647
E14000790,CON,0.18
E14000790,LD,0.105
E14000790,GRN,0.041
E14000790,BRX,0.018
E14000790,IND,0.01
E14000791,CON,0.645
E14000791,LAB,0.208
E14000791,LD,0.104
E14000791,GRN,0.032
E14000791,IND,0.011
E14000792,CON,0.479
E14000792,LAB,0.41
E14000792,LD,0.048
E14000792,GRN,0.024
E14000792,BRX,0.021
E14000792,IND,0.012
S14000043,SNP,0.442
S14000043,CON,0.247
S14000043,LAB,0.182
S14000043,LD,0.076
S14000043,BRX,0.022
S14000043,GRN,0.02
E14000793,LAB,0.78
E14000793,CON,0.078
E14000793,GRN,0.057
E14000793,LD,0.051
E14000793,BRX,0.034
E14000794,LAB,0.847
E14000794,CON,0.099
E14000794,GRN,0.02
E14000794,LD,0.019
E14000794,LIB,0.016
E14000795,LAB,0.722
E14000795,CON,0.097
E14000795,LD,0.093
E14000795,BRX,0.044
E14000795,GRN,0.031
E14000795,LIB,0.012
E14000796,LAB,0.776
E14000796,CON,0.094
E14000796,BRX,0.046
E14000796,LIB,0.042
E14000796,LD,0.029
E14000796,GRN,0.014
S14000044,SNP,0.469
S14000044,CON,0.223
S14000044,LAB,0.218
S14000044,LD,0.063
S14000044,GRN,0.026
W07000045,LAB,0.422
W07000045,CON,0.3
W07000045,PC,0.184
W07000045,BRX,0.094
E14000797,CON,0.512
E14000797,LAB,0.38
E14000797,LD,0.076
E14000797,GRN,0.028
E14000797,IND,0.004
E14000798,CON,0.727
E14000798,LAB,0.175
E14000798,LD,0.079
E14000798,MRLP,0.02
E14000799,CON,0.641
E14000799,LD,0.17
E14000799,LAB,0.151
E14000799,GRN,0.038
E14000800,LAB,0.552
E14000800,CON,0.335
E14000800,LD,0.048
E14000800,BRX,0.029
E14000800,GRN,0.018
E14000800,IND,0.015
E14000801,LAB,0.518
E14000801,CON,0.31
E14000801,IND,0.093
E14000801,BRX,0.038
E14000801,GRN,0.024
E14000801,IND,0.012
E14000802,CON,0.525
E14000802,LAB,0.326
E14000802,LD,0.106
E14000802,GRN,0.043
E14000803,CON,0.577
E14000803,LD,0.244
E14000803,LAB,0.14
E14000803,GRN,0.039
E14000804,CON,0.604
E14000804,LAB,0.183
E14000804,LD,0.164
E14000804,GRN,0.042
E14000804,IND,0.007
E14000805,LAB,0.451
E14000805,CON,0.344
E14000805,BRX,0.131
E14000805,LD,0.048
E14000805,GRN,0.026
E14000806,CON,0.72
E14000806,LAB,0.124
E14000806,LD,0.119
E14000806,GRN,0.037
E14000807,LAB,0.704
E14000807,CON,0.148
E14000807,LD,0.065
E14000807,BRX,0.045
E14000807,GRN,0.036
E14000807,SEQ,0.002
E14000808,LAB,0.776
E14000808,CON,0.095
E14000808,LD,0.055
E14000808,GRN,0.038
E14000808,BRX,0.035
E14000809,LAB,0.677
E14000809,LD,0.151
E14000809,CON,0.11
E14000809,GRN,0.037
E14000809,BRX,0.025
E14000810,CON,0.639
E14000810,LAB,0.308
E14000810,LD,0.033
E14000810,IND,0.011
E14000810,IND,0.009
E14000811,CON,0.635
E14000811,LD,0.211
E14000811,LAB,0.102
E14000811,GRN,0.053
E14000812,CON,0.634
E14000812,LAB,0.213
E14000812,LD,0.104
E14000812,GRN,0.049
W07000071,LAB,0.524
W07000071,CON,0.196
W07000071,BRX,0.112
W07000071,PC,0.076
W07000071,IND,0.058
W07000071,LD,0.035
N06000010,SF,0.459
N06000010,DUP,0.245
N06000010,SDLP,0.143
N06000010,APNI,0.079
N06000010,UUP,0.059
N06000010,IND,0.015
E14000819,LAB,0.505
E14000819,CON,0.258
E14000819,IND,0.133
E14000819,BRX,0.064
E14000819,LD,0.024
E14000819,GRN,0.016
E14000820,CON,0.588
E14000820,LAB,0.345
E14000820,LD,0.041
E14000820,GRN,0.026
S14000045,SNP,0.415
S14000045,LAB,0.297
S14000045,CON,0.217
S14000045,LD,0.07
E14000821,CON,0.495
E14000821,LAB,0.395
E14000821,LD,0.08
E14000821,GRN,0.031
E14000822,CON,0.5
E14000822,LAB,0.392
E14000822,LD,0.073
E14000822,GRN,0.023
E14000822,IND,0.008
E14000822,CPA,0.003
E14000823,LAB,0.611
E14000823,CON,0.251
E14000823,LD,0.081
E14000823,BRX,0.026
E14000823,GRN,0.025
E14000823,CPA,0.005
E14000824,CON,0.554
E14000824,LD,0.343
E14000824,LAB,0.052
E14000824,GRN,0.033
E14000824,IND,0.009
E14000824,UKIP,0.008
W07000054,CON,0.521
W07000054,LAB,0.322
W07000054,LD,0.098
W07000054,GRN,0.027
W07000054,PC,0.024
W07000054,IND,0.009
W07000063,CON,0.585
W07000063,LD,0.23
W07000063,LAB,0.163
W07000063,GWLD,0.021
S14000046,CON,0.453
S14000046,SNP,0.442
S14000046,LAB,0.05
S14000046,LD,0.046
S14000046,UKIP,0.008
E14000825,CON,0.528
E14000825,LAB,0.388
E14000825,LD,0.051
E14000825,GRN,0.021
E14000825,IND,0.012
E14000826,CON,0.567
E14000826,LAB,0.35
E14000826,LD,0.044
E14000826,GRN,0.021
E14000826,YRKS,0.018
S14000047,SNP,0.464
S14000047,LAB,0.323
S14000047,CON,0.161
S14000047,LD,0.038
S14000047,UKIP,0.014
S14000027,SNP,0.451
S14000027,LAB,0.283
S14000027,CON,0.222
S14000027,LD,0.044
W07000069,LAB,0.433
W07000069,CON,0.28
W07000069,PC,0.122
W07000069,BRX,0.087
W07000069,LD,0.04
W07000069,GRN,0.02
E14000827,CON,0.645
E14000827,LAB,0.148
E14000827,LD,0.146
E14000827,GRN,0.048
E14000827,ANWP,0.013
E14000828,CON,0.638
E14000828,LD,0.153
E14000828,LAB,0.131
E14000828,GRN,0.077
E14000829,CON,0.633
E14000829,LAB,0.235
E14000829,LD,0.097
E14000829,GRN,0.036
E14000830,CON,0.574
E14000830,LD,0.306
E14000830,LAB,0.073
E14000830,GRN,0.041
E14000830,IND,0.005
E14000831,LAB,0.576
E14000831,CON,0.248
E14000831,LD,0.072
E14000831,BRX,0.068
E14000831,GRN,0.036
E14000832,LAB,0.601
E14000832,CON,0.244
E14000832,LD,0.105
E14000832,GRN,0.051
E14000833,LAB,0.454
E14000833,CON,0.332
E14000833,LD,0.093
E14000833,BRX,0.092
E14000833,GRN,0.029
E14000834,CON,0.525
E14000834,LAB,0.359
E14000834,LD,0.053
E14000834,BRX,0.043
E14000834,GRN,0.021
W07000055,LAB,0.444
W07000055,CON,0.39
W07000055,BRX,0.068
W07000055,LD,0.058
W07000055,PC,0.024
W07000055,GRN,0.016
W07000056,LAB,0.437
W07000056,CON,0.416
W07000056,LD,0.059
W07000056,BRX,0.04
W07000056,PC,0.027
W07000056,GRN,0.021
N06000011,SF,0.4
N06000011,DUP,0.217
N06000011,SDLP,0.186
N06000011,APNI,0.083
N06000011,UUP,0.083
N06000011,AONT,0.032
E14000835,CON,0.555
E14000835,LD,0.222
E14000835,LAB,0.178
E14000835,GRN,0.029
E14000835,IND,0.016
E14000816,CON,0.624
E14000816,LAB,0.222
E14000816,LD,0.138
E14000816,IND,0.017
E14000848,CON,0.586
E14000848,LD,0.303
E14000848,LAB,0.077
E14000848,BRX,0.034
E14000859,CON,0.657
E14000859,LAB,0.23
E14000859,LD,0.078
E14000859,GRN,0.035
E14000941,CON,0.58
E14000941,LAB,0.24
E14000941,LD,0.14
E14000941,GRN,0.04
E14000952,CON,0.69
E14000952,LAB,0.181
E14000952,LD,0.081
E14000952,GRN,0.032
E14000952,MRLP,0.016
E14000836,LAB,0.379
E14000836,CON,0.353
E14000836,BRX,0.166
E14000836,LD,0.065
E14000836,YRKS,0.037
N06000012,DUP,0.474
N06000012,UUP,0.185
N06000012,APNI,0.141
N06000012,SF,0.128
N06000012,SDLP,0.067
N06000012,IND,0.006
N06000013,APNI,0.452
N06000013,DUP,0.379
N06000013,UUP,0.121
N06000013,CON,0.048
E14000861,CON,0.532
E14000861,LAB,0.393
E14000861,LD,0.051
E14000861,GRN,0.024
E14000862,CON,0.512
E14000862,LAB,0.397
E14000862,LD,0.061
E14000862,GRN,0.03
E14000942,CON,0.624
E14000942,LAB,0.209
E14000942,LD,0.118
E14000942,GRN,0.039
E14000942,IND,0.007
E14000942,IND,0.003
E14000863,CON,0.505
E14000863,LAB,0.403
E14000863,LD,0.058
E14000863,GRN,0.023
E14000863,UKIP,0.011
E14000864,LAB,0.537
E14000864,CON,0.29
E14000864,LD,0.092
E14000864,GRN,0.048
E14000864,BRX,0.032
E14000865,LAB,0.643
E14000865,CON,0.209
E14000865,LD,0.049
E14000865,TIG,0.036
E14000865,BRX,0.034
E14000865,GRN,0.03
E14000866,LAB,0.491
E14000866,CON,0.364
E14000866,BRX,0.076
E14000866,LD,0.045
E14000866,GRN,0.025
E14000867,LAB,0.552
E14000867,CON,0.291
E14000867,LD,0.082
E14000867,BRX,0.042
E14000867,GRN,0.033
E14000868,CON,0.606
E14000868,LAB,0.315
E14000868,LD,0.041
E14000868,GRN,0.037
S14000050,SNP,0.465
S14000050,CON,0.387
S14000050,LAB,0.086
S14000050,LD,0.055
S14000050,UKIP,0.007
W07000074,LAB,0.497
W07000074,CON,0.277
W07000074,BRX,0.085
W07000074,PC,0.082
W07000074,LD,0.041
W07000074,GRN,0.018
E14000869,CON,0.645
E14000869,LAB,0.235
E14000869,LD,0.083
E14000869,GRN,0.032
E14000869,CPA,0.005
E14000870,LAB,0.435
E14000870,CON,0.403
E14000870,BRX,0.065
E14000870,LD,0.052
E14000870,POS,0.023
E14000870,GRN,0.017
E14000871,LAB,0.553
E14000871,CON,0.303
E14000871,BRX,0.075
E14000871,LD,0.033
E14000871,GRN,0.015
E14000871,POS,0.012
S14000051,LD,0.448
S14000051,SNP,0.34
S14000051,CON,0.099
S14000051,LAB,0.067
S14000051,BRX,0.039
S14000051,IND,0.007
E14000872,CON,0.634
E14000872,LAB,0.175
E14000872,LD,0.155
E14000872,GRN,0.037
E14000873,LAB,0.57
E14000873,CON,0.209
E14000873,LD,0.139
E14000873,GRN,0.048
E14000873,BRX,0.023
E14000873,IND,0.005
E14000874,LD,0.533
E14000874,CON,0.381
E14000874,LAB,0.072
E14000874,BRX,0.014
S14000052,SNP,0.47
S14000052,LAB,0.23
S14000052,CON,0.226
S14000052,LD,0.074
S14000053,SNP,0.502
S14000053,LAB,0.254
S14000053,CON,0.176
S14000053,LD,0.068
E14000875,CON,0.542
E14000875,LAB,0.402
E14000875,LD,0.035
E14000875,GRN,0.015
E14000875,IND,0.006
E14000876,CON,0.478
E14000876,LAB,0.333
E14000876,LD,0.102
E14000876,BRX,0.087
E14000877,CON,0.604
E14000877,LAB,0.217
E14000877,LD,0.112
E14000877,GRN,0.045
E14000877,CF,0.022
S14000054,SNP,0.506
S14000054,CON,0.366
S14000054,LD,0.07
S14000054,LAB,0.046
S14000054,BRX,0.012
E14000878,CON,0.467
E14000878,LAB,0.413
E14000878,LD,0.049
E14000878,BRX,0.044
E14000878,GRN,0.015
E14000878,IND,0.005
E14000879,CON,0.607
E14000879,LAB,0.315
E14000879,LD,0.052
E14000879,GRN,0.027
E14000880,LAB,0.479
E14000880,CON,0.389
E14000880,BRX,0.055
E14000880,LD,0.048
E14000880,GRN,0.029
W07000075,LAB,0.445
W07000075,CON,0.294
W07000075,PC,0.128
W07000075,BRX,0.075
W07000075,IND,0.046
W07000075,IND,0.009
E14000881,CON,0.587
E14000881,LAB,0.208
E14000881,LD,0.155
E14000881,GRN,0.034
E14000881,IND,0.017
E14000882,LAB,0.631
E14000882,CON,0.159
E14000882,LD,0.144
E14000882,GRN,0.035
E14000882,BRX,0.024
E14000882,IND,0.006
E14000883,CON,0.614
E14000883,LAB,0.27
E14000883,LD,0.074
E14000883,GRN,0.028
E14000883,IND,0.014
E14000884,LAB,0.486
E14000884,CON,0.373
E14000884,LD,0.114
E14000884,BRX,0.021
E14000884,JACP,0.005
W07000065,CON,0.504
W07000065,LAB,0.385
W07000065,PC,0.065
W07000065,LD,0.046
E14000885,LAB,0.618
E14000885,CON,0.258
E14000885,BRX,0.053
E14000885,LD,0.051
E14000885,GRN,0.02
E14000886,CON,0.488
E14000886,LAB,0.423
E14000886,LD,0.057
E14000886,GRN,0.016
E14000886,YRKS,0.016
E14000887,LAB,0.451
E14000887,CON,0.357
E14000887,LD,0.169
E14000887,GRN,0.022
E14000888,CON,0.726
E14000888,LAB,0.161
E14000888,LD,0.076
E14000888,GRN,0.036
E14000889,LAB,0.485
E14000889,CON,0.379
E14000889,LD,0.09
E14000889,GRN,0.028
E14000889,BRX,0.015
E14000889,CPA,0.004
E14000890,CON,0.484
E14000890,LAB,0.402
E14000890,LD,0.089
E14000890,GRN,0.025
E14000891,CON,0.461
E14000891,LAB,0.374
E14000891,BRX,0.071
E14000891,LD,0.049
E14000891,IND,0.032
E14000891,GRN,0.012
E14000892,CON,0.633
E14000892,LAB,0.269
E14000892,LD,0.066
E14000892,GRN,0.031
E14000893,CON,0.539
E14000893,LAB,0.195
E14000893,LD,0.194
E14000893,GRN,0.06
E14000893,UKIP,0.012
S14000021,SNP,0.449
S14000021,CON,0.351
S14000021,LAB,0.124
S14000021,LD,0.075
W07000052,LAB,0.544
W07000052,CON,0.158
W07000052,PC,0.137
W07000052,BRX,0.126
W07000052,LD,0.021
W07000052,GRN,0.015
E14000894,CON,0.603
E14000894,LAB,0.27
E14000894,LD,0.086
E14000894,GRN,0.031
E14000894,IND,0.01
E14000895,CON,0.636
E14000895,LAB,0.164
E14000895,LD,0.121
E14000895,GRN,0.043
E14000895,YRKS,0.019
E14000895,IND,0.017
E14000896,LD,0.531
E14000896,CON,0.412
E14000896,LAB,0.052
E14000896,IND,0.004
E14000896,IND,0.001
E14000897,LAB,0.516
E14000897,CON,0.312
E14000897,BRX,0.082
E14000897,LD,0.07
E14000897,GRN,0.021
E14000898,CON,0.6
E14000898,LAB,0.271
E14000898,LD,0.072
E14000898,GRN,0.025
E14000898,UKIP,0.021
E14000898,IND,0.011
E14000899,CON,0.587
E14000899,LAB,0.32
E14000899,LD,0.061
E14000899,IND,0.024
E14000899,PFP,0.008
E14000900,CON,0.646
E14000900,LAB,0.267
E14000900,LD,0.057
E14000900,GRN,0.03
E14000901,CON,0.542
E14000901,LD,0.331
E14000901,LAB,0.115
E14000901,UKIP,0.012
S14000055,SNP,0.483
S14000055,LD,0.246
S14000055,CON,0.173
S14000055,LAB,0.061
S14000055,BRX,0.018
S14000055,CHP,0.012
E14000902,CON,0.565
E14000902,LAB,0.37
E14000902,LD,0.041
E14000902,GRN,0.024
E14000903,CON,0.451
E14000903,LAB,0.321
E14000903,BRX,0.129
E14000903,LD,0.052
E14000903,GRN,0.025
E14000903,IND,0.021
E14000904,LAB,0.413
E14000904,CON,0.326
E14000904,BRX,0.172
E14000904,LD,0.059
E14000904,YRKS,0.03
E14000905,CON,0.576
E14000905,LAB,0.311
E14000905,LD,0.083
E14000905,GRN,0.03
E14000906,CON,0.556
E14000906,LAB,0.246
E14000906,LD,0.151
E14000906,GRN,0.031
E14000906,ANWP,0.006
E14000906,IND,0.006
E14000907,CON,0.549
E14000907,LAB,0.206
E14000907,LD,0.173
E14000907,GRN,0.035
E14000907,IND,0.015
E14000907,IND,0.013
E14000908,CON,0.475
E14000908,LAB,0.349
E14000908,LD,0.159
E14000908,UKIP,0.01
E14000908,IND,0.007
